WeatherPy_Database,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
525,Port Hedland,AU,-20.3167,118.5667,84.25,48,8,12.66,clear sky
526,Havre-Saint-Pierre,CA,50.2334,-63.5986,41.0,93,1,2.3,clear sky
527,Athabasca,CA,54.7169,-113.2854,32.41,52,1,10.27,clear sky
528,Cordoba,AR,-31.4135,-64.1811,68.85,60,0,6.91,clear sky
529,Mossendjo,CG,-2.9506,12.7261,66.36,95,100,1.95,overcast clouds
530,Mikun,RU,62.3547,50.0771,34.23,98,100,7.07,overcast clouds
531,Poronaysk,RU,49.2167,143.1167,45.32,59,0,5.84,clear sky
532,Ust-Koksa,RU,50.2696,85.6108,38.61,74,100,3.74,overcast clouds
533,Matay,EG,28.419,30.7792,72.46,64,100,7.65,overcast clouds
534,Cape Canaveral,US,28.4058,-80.6048,70.99,84,83,9.73,broken clouds
535,Sibolga,ID,1.7427,98.7792,86.95,62,94,4.94,overcast clouds
536,Shingu,JP,33.7333,135.9833,70.79,57,97,2.28,overcast clouds
537,Gigmoto,PH,13.7796,124.39,84.38,67,78,13.18,broken clouds
538,Dourbali,TD,11.8091,15.8632,79.0,22,81,6.82,broken clouds
539,Ubinskoye,RU,55.3068,79.6802,26.62,56,15,13.47,few clouds
540,Nacala,MZ,-14.5428,40.6728,71.1,68,8,5.1,clear sky
541,Kostomuksha,RU,64.571,30.5767,42.49,99,100,5.35,overcast clouds
542,Tarime,TZ,-1.35,34.3667,66.65,71,93,5.95,overcast clouds
543,Lipany,SK,49.1538,20.9638,51.84,58,6,4.72,clear sky
544,Tibati,CM,6.4667,12.6333,65.98,88,99,0.76,overcast clouds
545,Paita,PE,-5.0892,-81.1144,64.96,84,75,10.71,broken clouds
546,Vardo,NO,70.3705,31.1107,37.51,77,12,23.49,few clouds
547,Strezhevoy,RU,60.7333,77.5889,21.18,85,100,17.96,overcast clouds
548,Pathein,MM,16.7833,94.7333,84.63,77,43,3.89,moderate rain
549,Indian Head,US,38.6001,-77.1622,60.69,89,90,4.61,overcast clouds
550,Mandera,KE,3.9366,41.867,79.63,64,23,9.6,few clouds
551,Baiyin,CN,36.5583,104.2081,52.68,28,26,11.79,scattered clouds
552,Nemuro,JP,43.3236,145.575,54.03,69,89,9.42,overcast clouds
553,Barra,BR,-11.0894,-43.1417,77.38,62,27,9.08,scattered clouds
554,Mahibadhoo,MV,3.7833,72.9667,82.62,74,80,10.4,broken clouds
555,Ancud,CL,-41.8697,-73.8203,44.13,78,7,9.35,clear sky
556,Karratha,AU,-20.7377,116.8463,86.14,25,0,15.77,clear sky
557,Yuancheng,CN,36.652,107.7896,56.17,40,63,3.44,broken clouds
558,Vanavara,RU,60.34,102.2797,33.31,69,100,10.38,overcast clouds
559,Jinka,ET,5.65,36.65,63.45,70,27,3.65,scattered clouds
560,Lodja,CD,-3.4833,23.4333,66.09,99,95,0.72,overcast clouds
561,Zhigansk,RU,66.7697,123.3711,-2.97,99,99,6.33,overcast clouds
562,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.87,89,100,12.62,overcast clouds
563,Atagay,RU,55.1033,99.3875,42.53,49,97,5.44,overcast clouds
564,Bhitarwar,IN,25.8,78.1167,74.3,41,1,4.34,clear sky
565,Russell,US,32.3502,-85.1999,53.2,82,90,6.91,overcast clouds
566,Okhotsk,RU,59.3833,143.3,21.4,63,0,18.66,clear sky
567,Dunedin,NZ,-45.8742,170.5036,59.81,90,40,11.01,scattered clouds
568,Dese,ET,11.1333,39.6333,48.83,58,2,2.91,clear sky
569,Palmer,US,42.1584,-72.3287,48.85,73,72,4.0,broken clouds
570,Coos Bay,US,43.3665,-124.2179,53.85,100,100,9.28,overcast clouds
571,Ornskoldsvik,SE,63.2909,18.7153,40.82,100,20,1.14,fog
572,Makakilo City,US,21.3469,-158.0858,80.56,62,18,5.08,few clouds
573,Xuddur,SO,4.1213,43.8894,71.46,87,42,13.33,scattered clouds
574,La Primavera,CO,5.4906,-70.4092,73.4,97,92,4.14,overcast clouds
575,Warrnambool,AU,-38.3833,142.4833,55.22,58,51,14.97,broken clouds
576,Aden,YE,12.7794,45.0367,83.35,62,5,16.13,clear sky
577,Wattegama,LK,6.7989,81.4808,81.52,89,99,2.1,overcast clouds
578,Clovis,US,36.8252,-119.7029,71.67,83,0,1.99,clear sky
579,Zhangjiakou,CN,40.81,114.8794,52.72,33,3,8.12,clear sky
580,Sidi Ali,DZ,36.0998,0.4206,63.25,67,100,5.73,overcast clouds
581,Fergus Falls,US,46.283,-96.0776,45.86,81,1,1.01,clear sky
582,Amot,NO,59.5714,7.9877,48.51,93,100,5.97,overcast clouds
583,Imbituba,BR,-28.24,-48.6703,71.82,93,75,10.42,broken clouds
584,Fuyang,CN,32.9,115.8167,72.52,45,0,5.53,clear sky
585,Serenje,ZM,-13.2325,30.2352,59.81,53,76,4.88,broken clouds
586,Goiatuba,BR,-18.0125,-49.3547,71.31,70,100,5.39,overcast clouds
587,Klyuchi,RU,52.2667,79.1667,35.33,91,100,12.24,light rain
588,Luan,CH,46.3592,6.9759,43.36,88,63,7.58,broken clouds
589,Mareeba,AU,-17.0,145.4333,91.33,56,12,12.21,few clouds
590,Najran,SA,17.4924,44.1277,59.65,32,0,2.08,clear sky
591,San Rafael,AR,-34.6177,-68.3301,74.32,40,14,12.06,few clouds
592,Salamiyah,SY,35.0113,37.0532,62.29,56,96,5.19,overcast clouds
593,Rion,US,34.3071,-81.1251,53.47,90,90,5.75,overcast clouds
594,Lompoc,US,34.6391,-120.4579,64.78,98,90,0.0,mist
595,Vanimo,PG,-2.6741,141.3028,85.46,73,100,7.85,overcast clouds
596,Santa Clara,CU,22.4,-79.9667,75.97,93,100,4.74,overcast clouds
597,Waingapu,ID,-9.6567,120.2641,88.0,63,15,12.03,few clouds
598,Sarangpur,IN,23.5667,76.4667,72.12,44,100,4.21,overcast clouds
599,Camopi,GF,3.1655,-52.3158,71.62,98,17,1.72,few clouds
600,Egvekinot,RU,66.3167,-179.1667,-1.12,91,95,4.47,overcast clouds
601,Mongo,TD,12.1844,18.693,78.44,17,47,4.36,scattered clouds
602,Kristiansund,NO,63.1115,7.732,57.85,47,90,9.22,overcast clouds
603,Honningsvag,NO,70.9821,25.9704,42.22,70,94,28.32,overcast clouds
604,Coacoyul,MX,17.8058,-99.11,67.23,91,47,4.79,scattered clouds
605,San Matias,BO,-16.3667,-58.4,75.6,81,100,2.39,overcast clouds
606,Villaviciosa,ES,43.4813,-5.4357,61.39,91,100,6.67,overcast clouds
607,Dawlatabad,AF,36.4141,64.9053,55.47,46,0,0.65,clear sky
608,Wasilla,US,61.5814,-149.4394,34.74,69,90,8.01,overcast clouds
609,Svetlyy,RU,54.675,20.1347,42.85,64,8,11.68,clear sky
610,Sargur,IN,11.9833,76.4167,77.58,83,99,7.18,overcast clouds
611,Naryan-Mar,RU,67.6713,53.087,16.25,79,100,10.6,overcast clouds
612,Moses Lake,US,47.1301,-119.2781,46.89,54,0,7.58,clear sky
613,Flin Flon,CA,54.7682,-101.865,35.78,72,99,4.92,overcast clouds
614,Malanville,BJ,11.8685,3.3899,75.42,29,97,4.88,overcast clouds
615,Poum,NC,-20.2333,164.0167,76.12,71,0,10.09,clear sky
616,Amapa,BR,1.0,-52.0,72.16,94,24,2.21,few clouds
617,Ende,ID,-8.8432,121.6623,86.54,69,42,3.62,scattered clouds
618,Remerschen,LU,49.4886,6.3517,54.68,93,75,6.91,light rain
619,Filadelfia,US,39.9523,-75.1638,62.71,92,90,7.0,overcast clouds
620,Visby,SE,57.6409,18.296,45.95,100,40,6.91,fog
621,Kieta,PG,-6.2167,155.6333,84.83,73,100,8.32,light rain
622,Colares,PT,38.7992,-9.4469,69.48,84,100,3.0,light rain
623,Mogadishu,SO,2.0371,45.3438,79.48,75,8,7.99,clear sky
624,Tarakan,ID,3.3,117.6333,85.5,79,75,8.05,broken clouds
625,Tucurui,BR,-3.7661,-49.6725,74.97,86,67,4.36,broken clouds
626,Aksha,RU,50.2814,113.2867,35.44,24,24,2.57,few clouds
627,Zyryanka,RU,65.75,150.85,8.17,93,99,6.08,overcast clouds
628,Usinsk,RU,65.9939,57.5281,5.72,94,97,8.05,overcast clouds
629,Inirida,CO,3.8653,-67.9239,72.63,98,100,1.95,overcast clouds
630,Shambu,ET,9.5667,37.1,48.72,75,12,4.32,few clouds
631,Alugan,PH,12.2188,125.4808,84.58,69,16,13.8,few clouds
632,Karasburg,NA,-28.0167,18.75,57.92,56,0,8.61,clear sky
633,Osinki,RU,52.8432,49.5132,40.06,74,100,14.38,overcast clouds
634,Lorengau,PG,-2.0226,147.2712,85.17,69,95,5.48,overcast clouds
635,Kaili,ID,-3.4626,120.2147,77.31,81,100,2.59,overcast clouds
636,Elban,RU,50.1018,136.5094,45.64,55,100,5.26,overcast clouds
637,Homer,US,59.6425,-151.5483,36.03,95,100,15.66,light rain
638,Longhua,CN,23.6137,114.1919,68.45,82,100,3.22,overcast clouds
639,Peace River,CA,56.2501,-117.286,34.11,55,1,13.8,clear sky
640,Coahuayana,MX,18.7333,-103.6833,77.47,90,34,1.81,scattered clouds
641,Sambava,MG,-14.2667,50.1667,74.46,86,100,8.63,overcast clouds
642,Lagos,NG,6.5833,3.75,77.32,94,99,2.89,overcast clouds
643,Mezhdurechensk,RU,53.6942,88.0603,42.4,59,100,10.83,overcast clouds
644,Kismayo,SO,-0.3582,42.5454,79.81,74,39,9.42,scattered clouds
645,Nizhniy Kuranakh,RU,58.8353,125.4869,21.0,66,100,8.97,overcast clouds
646,Kushima,JP,31.4583,131.2333,74.71,57,45,9.1,scattered clouds
647,Torbat-E Jam,IR,35.244,60.6225,58.03,29,2,1.52,clear sky
648,Norcasia,CO,5.5778,-74.8852,70.16,96,100,1.23,overcast clouds
649,Koudougou,BF,12.25,-2.3667,81.68,49,83,6.93,light rain
650,Soavinandriana,MG,-19.1667,46.7333,59.47,74,95,6.51,overcast clouds
651,Nicoya,CR,10.1483,-85.452,72.95,95,98,1.28,overcast clouds
652,Ashland,US,40.8167,-82.2665,52.66,97,99,8.95,light rain
653,Begunitsy,RU,59.5855,29.3176,46.69,95,76,8.9,broken clouds
654,Nuuk,GL,64.1835,-51.7216,31.87,85,100,4.0,overcast clouds
655,Rockhampton,AU,-23.3833,150.5,93.09,36,40,5.75,scattered clouds
656,Nanakuli,US,21.3906,-158.1547,81.99,71,22,3.89,few clouds
657,Tanggul,ID,-8.1645,113.4525,86.31,69,100,6.13,overcast clouds
658,Khorramshahr,IR,30.4397,48.1664,78.76,89,40,4.61,mist
659,La Ronge,CA,55.1001,-105.2842,32.25,55,1,2.3,clear sky
660,Kemijarvi,FI,66.7131,27.4306,31.24,99,100,2.28,overcast clouds
661,Kabwe,ZM,-14.4469,28.4464,62.96,58,38,4.61,scattered clouds
662,Belle Fourche,US,44.6714,-103.8522,65.34,41,0,8.41,clear sky
663,Saravan,AM,39.7196,45.6483,36.25,92,99,1.21,overcast clouds
664,Sakaiminato,JP,35.55,133.2333,66.18,52,75,8.05,broken clouds
665,Somerset,US,40.5668,-74.5496,61.21,94,90,5.99,overcast clouds
666,Huescar,ES,37.811,-2.5412,62.11,70,99,15.21,overcast clouds
667,Keti Bandar,PK,24.1447,67.4497,83.91,40,5,6.76,clear sky
668,Metro,ID,-5.1131,105.3067,86.45,63,100,3.58,overcast clouds
669,Teya,RU,60.3778,92.6267,32.2,90,100,12.77,light snow
670,Lampazos De Naranjo,MX,27.0167,-100.5167,64.71,30,0,1.92,clear sky
671,Denpasar,ID,-8.65,115.2167,82.06,83,75,4.61,broken clouds
672,Neiafu,TO,-18.65,-173.9833,79.48,78,75,10.36,broken clouds
673,Blagoyevo,RU,63.3667,47.9167,37.76,94,100,10.38,overcast clouds
674,Byron Bay,AU,-28.65,153.6167,84.31,84,23,8.1,few clouds
675,Yelizovo,RU,53.1873,158.3805,48.34,53,0,4.47,clear sky
676,Aswan,EG,24.0934,32.907,74.5,31,0,6.91,clear sky
677,Reconquista,AR,-29.15,-59.65,76.39,57,67,9.42,light rain
678,Bridge City,US,30.0208,-93.8457,57.02,95,1,0.0,clear sky
679,Cedar Rapids,US,42.0083,-91.6441,50.14,88,44,1.99,scattered clouds
680,Astoria,US,46.1879,-123.8313,46.98,90,5,1.99,clear sky
681,Ferkessedougou,CI,9.6,-5.2,73.08,89,49,3.89,scattered clouds
682,Codrington,AU,-38.2667,141.9667,56.62,58,49,14.7,scattered clouds
683,Atambua,ID,-9.1061,124.8925,89.01,51,79,6.29,broken clouds
684,Bud,US,39.447,-86.1758,55.31,98,100,10.87,overcast clouds
685,Jiangyin,CN,31.9282,120.3126,72.99,43,0,5.32,clear sky
686,Parana,AR,-31.732,-60.5238,76.57,68,6,10.04,clear sky
687,Balbalan,PH,17.4414,121.2019,75.25,62,59,4.52,broken clouds
688,Ferrol,ES,43.4832,-8.2369,59.72,89,93,6.82,overcast clouds
689,Necochea,AR,-38.5473,-58.7368,65.03,74,4,14.0,clear sky
690,Kenitra,MA,34.261,-6.5802,59.85,83,55,8.59,broken clouds
691,Merauke,ID,-8.4667,140.3333,86.02,66,100,13.27,overcast clouds
692,Burns Lake,CA,54.2331,-125.7533,24.22,75,8,2.01,clear sky
693,Gushikawa,JP,26.3544,127.8686,79.83,54,25,2.77,scattered clouds
