City_ID,WeatherPy_Database,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
517,517,Wilmington,US,34.2257,-77.9447,70.86,64,12,6.96,few clouds
520,520,Mansa,IN,29.9833,75.3833,76.5,28,0,5.68,clear sky
525,525,Port Hedland,AU,-20.3167,118.5667,84.25,48,8,12.66,clear sky
528,528,Cordoba,AR,-31.4135,-64.1811,68.85,60,0,6.91,clear sky
529,529,Mossendjo,CG,-2.9506,12.7261,66.36,95,100,1.95,overcast clouds
533,533,Matay,EG,28.419,30.7792,72.46,64,100,7.65,overcast clouds
534,534,Cape Canaveral,US,28.4058,-80.6048,70.99,84,83,9.73,broken clouds
536,536,Shingu,JP,33.7333,135.9833,70.79,57,97,2.28,overcast clouds
537,537,Gigmoto,PH,13.7796,124.39,84.38,67,78,13.18,broken clouds
538,538,Dourbali,TD,11.8091,15.8632,79.0,22,81,6.82,broken clouds
540,540,Nacala,MZ,-14.5428,40.6728,71.1,68,8,5.1,clear sky
542,542,Tarime,TZ,-1.35,34.3667,66.65,71,93,5.95,overcast clouds
544,544,Tibati,CM,6.4667,12.6333,65.98,88,99,0.76,overcast clouds
548,548,Pathein,MM,16.7833,94.7333,84.63,77,43,3.89,moderate rain
550,550,Mandera,KE,3.9366,41.867,79.63,64,23,9.6,few clouds
553,553,Barra,BR,-11.0894,-43.1417,77.38,62,27,9.08,scattered clouds
554,554,Mahibadhoo,MV,3.7833,72.9667,82.62,74,80,10.4,broken clouds
560,560,Lodja,CD,-3.4833,23.4333,66.09,99,95,0.72,overcast clouds
562,562,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.87,89,100,12.62,overcast clouds
564,564,Bhitarwar,IN,25.8,78.1167,74.3,41,1,4.34,clear sky
572,572,Makakilo City,US,21.3469,-158.0858,80.56,62,18,5.08,few clouds
573,573,Xuddur,SO,4.1213,43.8894,71.46,87,42,13.33,scattered clouds
574,574,La Primavera,CO,5.4906,-70.4092,73.4,97,92,4.14,overcast clouds
576,576,Aden,YE,12.7794,45.0367,83.35,62,5,16.13,clear sky
577,577,Wattegama,LK,6.7989,81.4808,81.52,89,99,2.1,overcast clouds
578,578,Clovis,US,36.8252,-119.7029,71.67,83,0,1.99,clear sky
583,583,Imbituba,BR,-28.24,-48.6703,71.82,93,75,10.42,broken clouds
584,584,Fuyang,CN,32.9,115.8167,72.52,45,0,5.53,clear sky
586,586,Goiatuba,BR,-18.0125,-49.3547,71.31,70,100,5.39,overcast clouds
591,591,San Rafael,AR,-34.6177,-68.3301,74.32,40,14,12.06,few clouds
596,596,Santa Clara,CU,22.4,-79.9667,75.97,93,100,4.74,overcast clouds
598,598,Sarangpur,IN,23.5667,76.4667,72.12,44,100,4.21,overcast clouds
599,599,Camopi,GF,3.1655,-52.3158,71.62,98,17,1.72,few clouds
601,601,Mongo,TD,12.1844,18.693,78.44,17,47,4.36,scattered clouds
604,604,Coacoyul,MX,17.8058,-99.11,67.23,91,47,4.79,scattered clouds
605,605,San Matias,BO,-16.3667,-58.4,75.6,81,100,2.39,overcast clouds
610,610,Sargur,IN,11.9833,76.4167,77.58,83,99,7.18,overcast clouds
614,614,Malanville,BJ,11.8685,3.3899,75.42,29,97,4.88,overcast clouds
615,615,Poum,NC,-20.2333,164.0167,76.12,71,0,10.09,clear sky
616,616,Amapa,BR,1.0,-52.0,72.16,94,24,2.21,few clouds
621,621,Kieta,PG,-6.2167,155.6333,84.83,73,100,8.32,light rain
622,622,Colares,PT,38.7992,-9.4469,69.48,84,100,3.0,light rain
623,623,Mogadishu,SO,2.0371,45.3438,79.48,75,8,7.99,clear sky
625,625,Tucurui,BR,-3.7661,-49.6725,74.97,86,67,4.36,broken clouds
629,629,Inirida,CO,3.8653,-67.9239,72.63,98,100,1.95,overcast clouds
631,631,Alugan,PH,12.2188,125.4808,84.58,69,16,13.8,few clouds
635,635,Kaili,ID,-3.4626,120.2147,77.31,81,100,2.59,overcast clouds
638,638,Longhua,CN,23.6137,114.1919,68.45,82,100,3.22,overcast clouds
640,640,Coahuayana,MX,18.7333,-103.6833,77.47,90,34,1.81,scattered clouds
641,641,Sambava,MG,-14.2667,50.1667,74.46,86,100,8.63,overcast clouds
642,642,Lagos,NG,6.5833,3.75,77.32,94,99,2.89,overcast clouds
644,644,Kismayo,SO,-0.3582,42.5454,79.81,74,39,9.42,scattered clouds
646,646,Kushima,JP,31.4583,131.2333,74.71,57,45,9.1,scattered clouds
648,648,Norcasia,CO,5.5778,-74.8852,70.16,96,100,1.23,overcast clouds
649,649,Koudougou,BF,12.25,-2.3667,81.68,49,83,6.93,light rain
651,651,Nicoya,CR,10.1483,-85.452,72.95,95,98,1.28,overcast clouds
656,656,Nanakuli,US,21.3906,-158.1547,81.99,71,22,3.89,few clouds
658,658,Khorramshahr,IR,30.4397,48.1664,78.76,89,40,4.61,mist
662,662,Belle Fourche,US,44.6714,-103.8522,65.34,41,0,8.41,clear sky
664,664,Sakaiminato,JP,35.55,133.2333,66.18,52,75,8.05,broken clouds
667,667,Keti Bandar,PK,24.1447,67.4497,83.91,40,5,6.76,clear sky
671,671,Denpasar,ID,-8.65,115.2167,82.06,83,75,4.61,broken clouds
672,672,Neiafu,TO,-18.65,-173.9833,79.48,78,75,10.36,broken clouds
674,674,Byron Bay,AU,-28.65,153.6167,84.31,84,23,8.1,few clouds
676,676,Aswan,EG,24.0934,32.907,74.5,31,0,6.91,clear sky
677,677,Reconquista,AR,-29.15,-59.65,76.39,57,67,9.42,light rain
681,681,Ferkessedougou,CI,9.6,-5.2,73.08,89,49,3.89,scattered clouds
685,685,Jiangyin,CN,31.9282,120.3126,72.99,43,0,5.32,clear sky
686,686,Parana,AR,-31.732,-60.5238,76.57,68,6,10.04,clear sky
687,687,Balbalan,PH,17.4414,121.2019,75.25,62,59,4.52,broken clouds
689,689,Necochea,AR,-38.5473,-58.7368,65.03,74,4,14.0,clear sky
693,693,Gushikawa,JP,26.3544,127.8686,79.83,54,25,2.77,scattered clouds
